,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,History,Adventure,Comedy,Documentary,Action,Mystery,Western,Fantasy,Drama,Music,Romance,Sport,Sci-Fi,War,Film-Noir,Family,Crime,Short,Biography,Animation,Horror,News,Thriller,Musical
Practical Magic,1.0,0.11206896551724138,0.30030959752321984,0.0071739130434782614,0.04104347826086957,0.0015625,0.0612895378947759,0.032989319778737675,0.006538455681939306,0.023255813953488372,0.0506028859458391,0.01142852011700414,0.8200000000000003,0.007058394160583942,0.5844155844155844,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lego Movie,1.0,0.5344827586206896,0.28792569659442724,0.0042173913043478265,0.08695652173913045,0.0171875,0.3389271639698525,0.14599300847043867,0.033694212233337906,0.0,0.09290373591618897,0.014285663122446324,0.9800000000000004,0.05839416058394161,0.8051948051948051,0.07894736842105264,0.18338108882521492,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Miss Congeniality 2: Armed and Fabulous,1.0,0.1354679802955665,0.33436532507739936,0.0004782608695652174,0.02791304347826087,0.0015625,0.06373660572964684,0.030327993518602357,0.0065552053355260155,0.046511627906976744,0.03063846610001977,0.010714234365643593,0.8900000000000006,0.00554014598540146,0.4415584415584416,0.07894736842105264,0.0017793696275071635,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reign of Fire,1.0,0.16871921182266011,0.2910216718266254,0.0016521739130434783,0.4782608695652174,0.035937500000000004,0.05662075228273935,0.06382803701592948,0.08073942107106422,0.0,0.1122751531923305,0.014285663122446324,0.8599999999999994,0.13138686131386862,0.5974025974025974,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gangster Squad,1.0,0.5098522167487685,0.3281733746130031,0.007869565217391305,0.013043478260869566,0.051562500000000004,0.06048154130498052,0.10269215905936882,0.052895406026829905,0.06976744186046512,0.05198655860842064,0.014285663122446324,0.9699999999999989,0.002197080291970803,0.6623376623376623,0.07894736842105264,0.11461318051575932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Year One,1.0,0.20812807881773399,0.28792569659442724,0.4782608695652174,0.02108695652173913,0.015625,0.056984606236046745,0.045429555338956616,0.01866520487871728,0.046511627906976744,0.039928839691638664,0.014285663122446324,0.9299999999999997,0.007299270072992701,0.4285714285714286,0.04520917678812417,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Invictus,1.0,0.375615763546798,0.3931888544891641,0.6956521739130436,0.008869565217391306,0.0203125,0.04928249287183172,0.07351166645657753,0.037242093402159185,0.023255813953488372,0.05099822099229097,0.014285663122446324,0.9299999999999997,0.08029197080291971,0.7532467532467533,0.07894736842105264,0.06590257879656161,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
State of Play,1.0,0.3091133004926108,0.37151702786377716,0.007043478260869566,0.01647826086956522,0.028125,0.048606123174476996,0.0670450638227108,0.0301128317573432,0.06976744186046512,0.04625420043486855,0.004714234054215005,0.9299999999999997,0.00545985401459854,0.7142857142857142,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Duplicity,1.0,0.2586206896551724,0.3653250773993808,0.009086956521739131,0.03895652173913044,0.0125,0.053332629591059534,0.024691095002305062,0.016175597277419945,0.0,0.03617315675034592,0.014285663122446324,0.9299999999999997,0.007299270072992701,0.5974025974025974,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
My Favorite Martian,1.0,0.05911330049261084,0.2693498452012384,0.0034782608695652175,0.01,0.0015625,0.04842816526742992,0.006437604415777635,0.003275318624092093,0.046511627906976744,0.014232061672267248,0.0154761393747139,0.8300000000000018,0.0030437956204379564,0.4285714285714286,0.04520917678812417,0.0012836676217765045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sentinel,1.0,0.19704433497536947,0.30959752321981426,0.003,0.008956521739130436,0.000484375,0.04770387482376283,0.024937875756246897,0.0020586846953847093,0.0,0.041905514923898005,0.014285663122446324,0.8999999999999986,0.0015985401459854016,0.5844155844155844,0.07894736842105264,0.0019770773638968482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Planet 51,1.0,0.19088669950738918,0.26006191950464397,8.695652173913044e-05,0.020869565217391306,0.01875,0.055481370924926096,0.024414132429535808,0.0345164679548673,0.023255813953488372,0.014034394149041314,0.01666661562698148,0.9299999999999997,0.07299270072992702,0.5844155844155844,0.07894736842105264,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Star Trek: Nemesis,1.0,0.2105911330049261,0.33746130030959753,0.0023043478260869566,0.03939130434782609,0.0421875,0.05669874381017941,0.03458777257585253,0.04754465305376639,0.0,0.16623838703301047,0.014285663122446324,0.8599999999999994,0.007299270072992701,0.6233766233766234,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Intolerable Cruelty,1.0,0.19704433497536947,0.28792569659442724,0.0,0.009130434782608696,0.00068125,0.04614827829985255,0.04530527726143195,0.002124160613950939,0.023255813953488372,0.06345127495552481,0.014285663122446324,0.870000000000001,0.002912408759124088,0.6103896103896104,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trouble with the Curve,1.0,0.29310344827586204,0.32198142414860687,0.0016956521739130437,0.020043478260869566,0.025,0.0470139720257318,0.028376235901095954,0.02721209629528117,0.0,0.029452460960664166,0.004714234054215005,0.9600000000000009,0.006547445255474453,0.6753246753246752,0.07894736842105264,0.03151862464183381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edge of Darkness,1.0,0.31650246305418717,0.3405572755417957,0.011217391304347827,0.03895652173913044,0.003125,0.05692372306197817,0.04450102055973662,0.010739573340642274,0.023255813953488372,0.05040521842261317,0.019047568131516635,0.9400000000000013,0.007299270072992701,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Relic,1.0,0.11576354679802955,0.3188854489164087,0.0,0.013391304347826087,0.0007968750000000001,0.04461151924196333,0.011345404877263562,0.0030088468624853443,0.0,0.032417473809053174,0.009523758113376017,0.8099999999999987,0.0025109489051094894,0.5324675324675324,0.07894736842105264,0.002739255014326648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Analyze That,1.0,0.12807881773399016,0.27554179566563464,0.4782608695652174,0.010260869565217393,0.034375,0.042237799971212575,0.04102005078830768,0.03485298372238211,0.023255813953488372,0.02708045068195296,0.014285663122446324,0.8599999999999994,0.002875912408759124,0.5584415584415584,0.04520917678812417,0.0024240687679083096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Righteous Kill,1.0,0.24261083743842365,0.2910216718266254,0.002173913043478261,0.04347826086956522,0.034375,0.05269687891945213,0.04341625048305705,0.05909430054969318,0.046511627906976744,0.048823878236805694,0.014285663122446324,0.9200000000000017,0.10218978102189781,0.5714285714285714,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mercury Rising,1.0,0.09605911330049262,0.32198142414860687,0.0007391304347826087,0.028347826086956525,0.0203125,0.043313739331218806,0.0321400862489858,0.025179297428166828,0.023255813953488372,0.024906107926467684,0.014285663122446324,0.8200000000000003,0.007065693430656934,0.5844155844155844,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Soloist,1.0,0.25738916256157635,0.3405572755417957,0.01982608695652174,0.02473913043478261,0.0328125,0.04164435536073607,0.026094845477964607,0.03615641131058426,0.0,0.02806878829808263,0.014285663122446324,0.9299999999999997,0.0068540145985401466,0.6623376623376623,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Legend of Bagger Vance,1.0,0.15270935960591134,0.368421052631579,0.0,0.391304347826087,0.0203125,0.04036138796253706,0.026803230519855198,0.052950223074931864,0.06976744186046512,0.05257956117809844,0.014285663122446324,0.8399999999999999,0.07299270072992702,0.6623376623376623,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Almost Famous,1.0,0.18226600985221675,0.4489164086687307,0.021217391304347827,0.04117391304347826,0.034375,0.042763901232375404,0.1226695641212741,0.05618290621716688,0.023255813953488372,0.1622850365684918,0.014285663122446324,0.8399999999999999,0.08029197080291971,0.8181818181818182,0.04520917678812417,0.042979942693409746,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garfield 2,1.0,0.09359605911330049,0.24458204334365327,0.0010869565217391304,0.011521739130434784,0.0203125,0.03737519463776264,0.016281611756469413,0.02271557565513986,0.0,0.014429729195493181,0.004714234054215005,0.8999999999999986,0.007299270072992701,0.4415584415584416,0.04520917678812417,0.001346704871060172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
xXx: State of the Union,1.0,0.09359605911330049,0.2910216718266254,0.004043478260869565,0.009478260869565217,0.0004484375,0.034296590432456794,0.030385398154411367,0.001512036910145722,0.046511627906976744,0.041905514923898005,0.020714234884691242,0.8900000000000006,0.0017007299270072993,0.35064935064935066,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Priest,1.0,0.27586206896551724,0.2476780185758514,0.005391304347826087,0.0033478260869565218,0.0013515625000000001,0.03831196081065456,0.05745434704002168,0.002157659921124359,0.0,0.045858865388416686,0.014285663122446324,0.9499999999999993,0.0032189781021897813,0.5324675324675324,0.07894736842105264,0.05730659025787966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Sinbad: Legend of the Seven Seas,1.0,0.11945812807881774,0.24148606811145515,0.0,0.003565217391304348,0.0171875,0.03456668177306262,0.021387073541256473,0.01720798501667352,0.0,0.01779007709033406,0.014285663122446324,0.870000000000001,0.0007445255474452555,0.6623376623376623,0.032388663967611336,0.002521489971346705,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Event Horizon,1.0,0.2105911330049261,0.3808049535603716,0.023695652173913045,0.024,0.001128125,0.03499832877646405,0.07125927425153528,0.0038448068460402297,0.0,0.16920339988139949,0.014285663122446324,0.8099999999999987,0.00427007299270073,0.6623376623376623,0.07894736842105264,0.02865329512893983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Dragonfly,1.0,0.14285714285714285,0.30030959752321984,0.012739130434782609,0.011130434782608696,0.00121875,0.03953112197971275,0.018809191133173427,0.003211365401306473,0.0,0.04783554062067603,0.014285663122446324,0.8599999999999994,0.0019343065693430658,0.5844155844155844,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Black Dahlia,1.0,0.29433497536945813,0.3529411764705882,0.0,0.0371304347826087,0.029687500000000002,0.0296094604473601,0.03749528778956052,0.03476771275866795,0.0,0.12710021743427555,0.01190471061791117,0.8999999999999986,0.007094890510948905,0.5194805194805194,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flyboys,0.0,0.15024630541871922,0.4117647058823529,0.001,0.025173913043478262,0.0171875,0.01720187798464649,0.0210444211275099,0.01923773849222664,0.023255813953488372,0.04862621071357976,0.014285663122446324,0.8999999999999986,0.005686131386861314,0.6493506493506492,0.07894736842105264,0.005730659025787966,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Castle,1.0,0.13423645320197045,0.38390092879256965,0.0016086956521739132,0.022043478260869567,0.0015125000000000002,0.02394185389948794,0.03378884207747969,0.004586359691197296,0.06976744186046512,0.05534690650326152,0.014285663122446324,0.8500000000000014,0.00618978102189781,0.6883116883116883,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Supernova,1.0,0.12192118226600986,0.26006191950464397,0.017130434782608697,0.002956521739130435,0.0013890625,0.01869638357798732,0.00863495918648754,0.00192164207512981,0.0,0.05554457402648745,0.0154761393747139,0.8399999999999999,0.002116788321167883,0.4155844155844155,0.07894736842105264,0.001687679083094556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Winter's Tale,1.0,0.2315270935960591,0.3436532507739938,0.007260869565217392,0.03382608695652174,0.03125,2.9308130681495167e-05,0.024431294640241595,0.034179952187352494,0.0,0.02470844040324175,0.014285663122446324,0.9800000000000004,0.006437956204379563,0.5974025974025974,0.07894736842105264,0.04871060171919771,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mortal Instruments: City of Bones,1.0,0.25985221674876846,0.3808049535603716,0.003956521739130435,0.04347826086956522,0.0078125,0.040979652900293574,0.06333625090915332,0.015603063663910588,0.06976744186046512,0.0901363905910259,0.014285663122446324,0.9699999999999989,0.014598540145985403,0.5714285714285714,0.07894736842105264,0.12607449856733524,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meet Dave,1.0,0.15517241379310345,0.2569659442724458,0.0020869565217391307,0.008521739130434783,0.0015203125000000002,0.015518482284586736,0.018721604678536997,0.0028398276308376352,0.023255813953488372,0.021348092508400873,0.014285663122446324,0.9200000000000017,0.0029197080291970805,0.4285714285714286,0.04520917678812417,0.0022664756446991404,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark Water,1.0,0.24014778325123154,0.29721362229102166,0.007782608695652175,0.003782608695652174,0.001240625,0.03349456223986018,0.026607936398030725,0.0022337947101548584,0.046511627906976744,0.08104368452263294,0.007142805608840863,0.8900000000000006,0.0024014598540145985,0.5194805194805194,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Edtv,1.0,0.14039408866995073,0.3560371517027864,0.08695652173913045,0.04347826086956522,0.0171875,0.02940456388567299,0.02106454234006151,0.02325917804881763,0.0,0.0383474995058312,0.013095186870178747,0.8300000000000018,0.007299270072992701,0.5844155844155844,0.04520917678812417,0.0018366762177650432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inkheart,1.0,0.19704433497536947,0.3065015479876161,0.0014782608695652175,0.02026086956521739,0.0046875,0.022723919545716478,0.03564236083370469,0.008114445814870648,0.06976744186046512,0.021545760031626806,0.014285663122446324,0.9200000000000017,0.007299270072992701,0.5844155844155844,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Spirit,1.0,0.2733990147783251,0.29721362229102166,0.018956521739130434,0.019000000000000003,0.029687500000000002,0.026011267752719034,0.031873776082861516,0.031795410594917244,0.023255813953488372,0.057125914212294925,0.014285663122446324,0.9200000000000017,0.007014598540145986,0.4155844155844155,0.07894736842105264,0.005730659025787966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mortdecai,1.0,0.22167487684729065,0.30959752321981426,0.008347826086956523,0.012173913043478262,0.0625,0.010000590593875706,0.0280010344670453,0.06499322400377629,0.046511627906976744,0.036963826843249656,0.014285663122446324,0.990000000000002,0.014598540145985403,0.5064935064935064,0.07894736842105264,0.034383954154727794,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In the Name of the King: A Dungeon Siege Tale,1.0,0.17118226600985223,0.4613003095975232,0.03878260869565218,0.004434782608695653,0.040625,0.005963078369361565,0.022720991573354544,0.04044889071612383,0.06976744186046512,0.07254398102391778,0.014285663122446324,0.9100000000000001,0.002686131386861314,0.2857142857142857,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Beyond Borders,1.0,0.06527093596059114,0.37151702786377716,0.011217391304347827,0.02682608695652174,0.0171875,0.005819989366680408,0.01335397533020981,0.019714342271557567,0.046511627906976744,0.03063846610001977,0.00833328186110844,0.870000000000001,0.005167883211678832,0.6363636363636364,0.07894736842105264,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xi you ji zhi: Sun Wukong san da Baigu Jing,1.0,0.01600985221674877,0.34674922600619196,0.00013043478260869567,0.0009565217391304348,0.0013734375,0.03293045731801466,0.0007143030455822398,0.0015622858709058518,0.023255813953488372,0.001581340185807472,0.016191615602326716,1.0,0.000781021897810219,0.5714285714285714,0.07894736842105264,0.0012206303724928368,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Raid,0.0,0.09852216748768473,0.38699690402476783,0.0056956521739130435,0.010521739130434783,0.0171875,0.013367868512383311,0.010773133920280939,0.018474867906141033,0.0,0.03597548922711999,0.019047568131516635,0.8900000000000006,0.002175182481751825,0.6623376623376623,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deadpool,1.0,0.7118226600985221,0.31269349845201244,0.0036521739130434784,0.015695652173913045,0.025,0.4773456769096999,0.28349723244557357,0.027772448342545646,0.0,0.20893457204981222,0.013809472621539294,1.0,0.005875912408759124,0.844155844155844,0.07894736842105264,0.335243553008596,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holy Man,1.0,0.06773399014778325,0.3312693498452013,0.002826086956521739,0.0191304347826087,0.0011609375,0.015865526370128318,0.009619715000778217,0.0036042209127038513,0.023255813953488372,0.017197074520656257,0.014285663122446324,0.8200000000000003,0.005328467153284671,0.4285714285714286,0.07894736842105264,0.0008481375358166189,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Sniper,1.0,0.6022167487684729,0.390092879256966,0.6956521739130436,0.01382608695652174,0.021875000000000002,0.4603823454653071,0.1924883962742616,0.02478491922098884,0.0,0.1808657837517296,0.013999948821902105,0.9800000000000004,0.007021897810218979,0.7402597402597402,0.07894736842105264,0.3209169054441261,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Goosebumps,1.0,0.2672413793103448,0.29721362229102166,0.0004782608695652174,0.023608695652173915,0.003125,0.10522153821900752,0.028384521106264264,0.008370258706013127,0.09302325581395349,0.0302431310535679,0.013809472621539294,0.990000000000002,0.007299270072992701,0.6233766233766234,0.07894736842105264,0.1002865329512894,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Just Like Heaven,1.0,0.17364532019704434,0.27244582043343657,0.0030434782608695656,0.022260869565217393,0.001515625,0.06349914662373628,0.04900935577203613,0.004379273065034337,0.023255813953488372,0.05178889108519471,0.013809472621539294,0.8900000000000006,0.006087591240875913,0.6623376623376623,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Flintstones in Viva Rock Vegas,1.0,0.06896551724137931,0.2569659442724458,0.001391304347826087,0.035173913043478264,0.0015625,0.046326021875825955,0.00918000732648857,0.00959146072206234,0.0,0.016604071950978457,0.014285663122446324,0.8399999999999999,0.006503649635036497,0.2597402597402597,0.04520917678812417,0.0014326647564469916,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rambo III,1.0,0.1022167487684729,0.2476780185758514,0.0004347826086956522,0.015173913043478262,0.0203125,0.07063122611634388,0.05450540580047213,0.022191768306610023,0.023255813953488372,0.03360347894840878,0.01499994887380687,0.7199999999999989,0.007299270072992701,0.5324675324675324,0.07894736842105264,0.005730659025787966,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Leatherheads,1.0,0.22783251231527094,0.3312693498452013,0.0,0.004782608695652175,0.000221875,0.04102408912301556,0.016368606410736678,0.0008968678147792854,0.18604651162790697,0.023522435263886147,0.013809472621539294,0.9200000000000017,0.000854014598540146,0.5714285714285714,0.04520917678812417,0.0013524355300859599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Ridiculous 6,1.0,0.06403940886699508,0.34674922600619196,0.0066521739130434784,0.4782608695652174,0.01875,0.03293045731801466,0.015986895172625207,0.05507133829732158,0.09302325581395349,0.02806878829808263,0.004714234054215005,0.990000000000002,0.08029197080291971,0.4285714285714286,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
